iter	MAE
133	0.06832440486
134	0.0683222655
135	0.06832050294
136	0.06831836085
137	0.06831573982
138	0.06831401417
139	0.0683116166
140	0.06830947579
141	0.06830812092
142	0.06830680458
143	0.06830471942
144	0.06830234589
145	0.06830069483
146	0.068299088
147	0.0682973332
148	0.06829509473
149	0.06829362852
150	0.06829189884
151	0.06828994541
152	0.0682880114
153	0.06828642718
154	0.06828480995
155	0.06828316383
156	0.068281642
157	0.06828020747
158	0.06827863273
159	0.06827720319
160	0.06827531479
161	0.06827242806
162	0.06827091395
163	0.06826864762
164	0.06826707581
165	0.06826529502
166	0.06826309851
167	0.06826107838
168	0.06825964042
169	0.06825839893
170	0.06825697601
171	0.06825488215
172	0.06825317555
173	0.0682519611
174	0.06825037699
175	0.06824914238
176	0.06824763593
177	0.06824604796
178	0.06824466299
179	0.0682436032
180	0.06824211543
181	0.06824061542
182	0.06823924157
183	0.06823747406
184	0.06823620174
185	0.06823453906
186	0.0682329034
187	0.06823170353
188	0.06822963559
189	0.06822847187
190	0.06822667261
191	0.06822529094
192	0.06822403893
193	0.06822277986
194	0.0682213958
195	0.06822020846
196	0.06821891713
197	0.06821745372
198	0.06821590768
199	0.06821425911
200	0.06821313286
201	0.06821175981
202	0.06820977751
203	0.06820783845
204	0.06820662745
205	0.06820514512
206	0.06820306024
207	0.06820127322
208	0.06819996516
209	0.06819880657
210	0.06819774033
211	0.0681958665
212	0.06819488052
213	0.06819355059
214	0.06819225736
215	0.06818984363
216	0.06818834913
217	0.06818697586
218	0.06818592795
219	0.06818469215
220	0.06818307749
221	0.06818195554
222	0.06818065071
223	0.06817919138
224	0.06817746687
225	0.06817572932
226	0.06817415359
227	0.06817271855
228	0.06817141822
229	0.06817030029
230	0.0681691519
231	0.06816834593
232	0.06816660577
233	0.06816552708
234	0.06816463577
235	0.06816270146
236	0.06816110234
237	0.06815948529
238	0.06815835069
239	0.06815735032
240	0.06815598256
241	0.0681551348
242	0.06815329555
243	0.06815225262
244	0.06815066168
245	0.06814946157
246	0.06814819405
247	0.06814709724
248	0.06814617397
249	0.06814520421
250	0.0681438426
251	0.06814275708
252	0.06814194183
253	0.06814062468
254	0.06813954909
255	0.06813851976
256	0.06813705308
257	0.06813587119
258	0.06813487397
259	0.06813385807
260	0.06813257419
261	0.06813098962
262	0.06812949336
263	0.06812842599
264	0.06812792791
265	0.06812659936
266	0.06812561933
267	0.06812388606
268	0.06812304053
269	0.06812099553
270	0.06811979793
271	0.06811850974
272	0.06811724186
273	0.06811601033
274	0.0681148361
275	0.06811385538
276	0.06811297492
277	0.06811225327
278	0.0681109857
279	0.06810922816
280	0.06810806671
281	0.06810728006
282	0.06810629195
283	0.06810551486
284	0.06810447236
285	0.06810373542
286	0.06810241755
287	0.06810162318
288	0.0681003179
289	0.06809929121
290	0.068097685
291	0.0680950668
292	0.06809427507
293	0.06809331403
294	0.06809237825
295	0.06809135953
296	0.06808984714
297	0.06808899414
298	0.06808810025
299	0.06808709547
300	0.0680859028
301	0.06808487415
302	0.0680830265
303	0.06808176191
304	0.06808055292
305	0.0680790669
306	0.06807766386
307	0.06807692946
308	0.06807603695
309	0.06807517379
310	0.06807379567
311	0.0680724861
312	0.06807093782
313	0.06806979081
314	0.06806841097
315	0.06806732445
316	0.06806639474
317	0.06806559124
318	0.06806457296
319	0.06806335437
320	0.0680623168
321	0.06806092618
322	0.068059935
323	0.06805889503
324	0.06805778553
325	0.06805681765
326	0.06805580116
327	0.06805482672
328	0.06805360816
329	0.06805262435
330	0.06805095362
331	0.0680497448
332	0.06804866489
333	0.06804772693
334	0.0680469778
335	0.06804617599
336	0.06804487829
337	0.06804379523
338	0.06804299003
339	0.06804219191
340	0.06804091779
341	0.06803943983
342	0.06803845681
343	0.0680363547
344	0.06803537802
345	0.06803470907
346	0.0680336209
347	0.06803282485
348	0.06803137234
349	0.06803027771
350	0.06802962323
351	0.06802837458
352	0.06802742983
353	0.06802655946
354	0.06802551538
355	0.06802479267
356	0.06802360952
357	0.06802292071
358	0.06802196451
359	0.06802096312
360	0.06801933872
361	0.06801806374
362	0.06801733988
363	0.06801674579
364	0.06801596791
365	0.06801520248
366	0.06801436416
367	0.06801364148
368	0.06801299484
369	0.06801235151
370	0.06801143761
371	0.06801066066
372	0.06800957863
373	0.06800876188
374	0.06800806855
375	0.06800704304
376	0.06800561547
377	0.06800418421
378	0.06800355668
379	0.06800227847
380	0.068001159
381	0.06800019704
382	0.06799920996
383	0.06799840038
384	0.06799700224
385	0.06799611863
386	0.06799545633
387	0.06799462567
388	0.06799338614
389	0.06799213795
390	0.06799145279
391	0.0679903168
392	0.06798869849
393	0.0679880544
394	0.06798686101
395	0.067986108
396	0.06798523652
397	0.06798442226
398	0.06798354418
399	0.06798272175
400	0.06798195695
401	0.06798110708
402	0.06798023702
403	0.06797939475
404	0.06797873226
405	0.06797850141
406	0.06797782351
407	0.06797675718
408	0.06797567464
409	0.06797516182
410	0.06797404479
411	0.0679731635
412	0.06797242064
413	0.06797129152
414	0.0679704456
415	0.06796960453
416	0.06796825714
417	0.06796743417
418	0.06796687854
419	0.06796620335
420	0.06796528371
421	0.0679637735
422	0.06796239173
423	0.06796203229
424	0.06796124997
425	0.06796059842
426	0.06795999397
427	0.06795937066
428	0.06795817152
429	0.06795763011
430	0.0679570065
431	0.06795606744
432	0.06795548165
433	0.0679543008
434	0.0679533671
435	0.06795242598
436	0.06795170348
437	0.06795114877
438	0.06795044502
439	0.06794970246
440	0.06794939839
441	0.06794851633
442	0.06794796867
443	0.06794706286
444	0.06794627005
445	0.06794551146
446	0.06794452537
447	0.06794393282
448	0.06794291729
449	0.06794177533
450	0.06794130518
451	0.06794055659
452	0.06793991056
453	0.06793904552
454	0.06793824986
455	0.06793732128
456	0.06793679772
457	0.06793591053
458	0.06793499823
459	0.06793440409
460	0.06793379365
461	0.06793308129
462	0.06793200643
463	0.06793105479
464	0.06793050172
465	0.0679297567
466	0.06792912011
467	0.06792837262
468	0.06792748104
469	0.06792696176
470	0.06792565777
471	0.06792558027
472	0.06792480439
473	0.06792377678
474	0.06792317818
475	0.06792226519
476	0.0679212705
477	0.06792021849
478	0.06791945247
479	0.0679187608
480	0.06791819914
481	0.06791745594
482	0.06791652343
483	0.06791559002
484	0.0679151003
485	0.06791433424
486	0.06791393971
487	0.06791344606
488	0.06791278361
489	0.06791222839
490	0.06791097027
491	0.06790954817
492	0.06790907035
493	0.06790806525
494	0.06790702843
495	0.06790598942
496	0.06790449882
497	0.0679038318
498	0.06790317593
499	0.06790247079
500	0.06790152167
501	0.06790098212
502	0.06790062262
503	0.0678996016
504	0.06789895635
505	0.06789853259
506	0.06789783755
507	0.06789707921
508	0.06789640035
509	0.0678955985
510	0.06789497936
511	0.06789371996
512	0.06789297548
513	0.06789225686
514	0.06789129566
515	0.06789030684
516	0.06788965922
517	0.06788809133
518	0.06788744228
519	0.06788699212
520	0.06788658104
521	0.06788616562
522	0.06788568006
523	0.0678850993
524	0.06788436376
525	0.06788360736
526	0.06788292919
527	0.067882227
528	0.06788112544
529	0.06788032998
530	0.06787917494
531	0.06787844741
532	0.06787771266
533	0.06787704795
534	0.06787639635
535	0.06787557134
536	0.06787492542
537	0.06787410834
538	0.06787312095
539	0.06787242187
540	0.06787120091
541	0.0678704616
542	0.06786944915
543	0.06786858922
544	0.06786800496
545	0.06786748828
546	0.06786692349
547	0.06786588664
548	0.06786516266
549	0.06786437535
550	0.0678637039
551	0.06786237801
552	0.06786189655
553	0.06786136338
554	0.06786037993
555	0.06785954136
556	0.06785885999
557	0.06785840124
558	0.06785708053
559	0.06785630082
560	0.06785558671
561	0.06785463925
562	0.0678536774
563	0.06785260311
564	0.06785209499
565	0.06785129813
566	0.06785045046
567	0.06784997848
568	0.06784895448
569	0.06784838027
570	0.06784745879
571	0.06784658854
572	0.06784615769
573	0.06784527852
574	0.06784463175
575	0.0678436936
576	0.06784313956
577	0.06784244146
578	0.06784186239
579	0.06784128149
580	0.06784054926
581	0.0678401374
582	0.06783914505
583	0.06783827012
584	0.0678374436
585	0.06783656633
586	0.06783582717
587	0.06783522483
588	0.06783426947
589	0.06783332549
590	0.06783277101
591	0.0678319473
592	0.06783087768
593	0.06783034503
594	0.0678296019
595	0.0678283162
596	0.06782750107
597	0.06782701904
598	0.06782632967
599	0.06782585534
600	0.06782463686
601	0.06782308853
602	0.06782274184
603	0.06782184155
604	0.06782106404
605	0.06782053959
606	0.06781996694
607	0.06781852106
608	0.06781809218
609	0.06781684644
610	0.06781615084
611	0.06781560741
612	0.06781487248
613	0.06781426218
614	0.06781373926
615	0.06781290801
616	0.06781217017
617	0.0678111958
618	0.06781045078
619	0.06781002745
620	0.06780964101
621	0.06780888927
622	0.06780805937
623	0.06780738006
624	0.0678066847
625	0.06780537893
626	0.06780459351
627	0.06780398121
628	0.06780317923
629	0.06780245155
630	0.067801631
631	0.06780078951
632	0.06780006598
633	0.0677995661
634	0.06779869291
635	0.06779772193
636	0.06779714567
637	0.06779670342
638	0.06779622229
639	0.06779565827
640	0.06779490857
641	0.06779410288
642	0.06779353516
643	0.06779301244
644	0.06779273712
645	0.06779169609
646	0.06779109793
647	0.06779052955
648	0.06778976968
649	0.0677890403
650	0.06778806609
651	0.067787491
652	0.06778681433
653	0.06778626754
654	0.0677857241
655	0.0677853616
656	0.06778397348
657	0.06778344416
658	0.06778268963
659	0.06778172162
660	0.06778109402
661	0.06778035582
662	0.06777962352
663	0.06777905942
664	0.06777829863
665	0.0677779111
666	0.06777768111
667	0.06777699057
668	0.06777621218
669	0.06777544083
670	0.06777495802
671	0.06777408287
672	0.06777356597
673	0.06777235491
674	0.06777182883
675	0.06777143112
676	0.06777063939
677	0.06777011236
678	0.06776962132
679	0.06776915937
680	0.06776841192
681	0.06776781348
682	0.067767263
683	0.06776662037
684	0.0677659548
685	0.06776548563
686	0.06776502219
687	0.06776452663
688	0.06776365043
689	0.06776293481
690	0.06776237513
691	0.0677618393
692	0.0677614448
693	0.06776074099
694	0.06775949797
695	0.06775840485
696	0.06775772729
697	0.06775679543
698	0.06775650629
699	0.06775538752
700	0.06775492782
701	0.067754451
702	0.06775383943
703	0.06775321986
704	0.06775251288
705	0.06775181025
706	0.0677514738
707	0.06775070293
708	0.06774997048
709	0.06774935129
710	0.06774862384
711	0.06774802679
712	0.06774688112
713	0.06774630704
714	0.06774583878
715	0.06774534686
716	0.06774456003
717	0.06774315909
718	0.0677425494
719	0.06774161704
720	0.06774101993
721	0.06774049651
722	0.06773946992
723	0.06773890134
724	0.06773820859
725	0.06773751179
726	0.06773687773
727	0.06773625841
728	0.06773588022
729	0.06773524012
730	0.06773454852
731	0.06773432283
732	0.06773415084
733	0.06773353883
734	0.06773288297
735	0.067732152
736	0.06773160037
737	0.06773121472
738	0.06773054591
739	0.06773010182
740	0.06772937939
741	0.06772872068
742	0.06772812878
743	0.06772740314
744	0.06772681952
745	0.06772593008
746	0.06772530943
747	0.06772445488
748	0.06772377926
749	0.06772316644
750	0.0677223653
751	0.06772187169
752	0.06772110173
753	0.06772039956
754	0.06771881555
755	0.06771774494
756	0.0677168713
757	0.06771646479
758	0.06771615163
759	0.06771544727
760	0.06771455623
761	0.06771360845
762	0.06771296577
763	0.06771226566
764	0.06771112508
765	0.06771061006
766	0.06770965362
767	0.06770871611
768	0.0677086616
769	0.06770777787
770	0.06770689327
771	0.06770633951
772	0.06770584059
773	0.06770431898
774	0.06770379111
775	0.06770319272
776	0.06770251041
777	0.06770172304
778	0.06770115257
779	0.06770011192
780	0.06769933878
781	0.06769893737
782	0.06769820383
783	0.06769735539
784	0.06769632298
785	0.06769562422
786	0.06769493872
787	0.06769442464
788	0.06769361062
789	0.06769256155
790	0.06769156697
791	0.06769091215
792	0.06769034565
793	0.06768970311
794	0.06768889919
795	0.06768848998
796	0.06768756076
797	0.06768680991
798	0.06768625331
799	0.06768515194
800	0.06768464285
801	0.06768399441
802	0.06768353804
803	0.06768237691
804	0.067681441
805	0.06768076677
806	0.0676804482
807	0.06767990837
808	0.06767918412
809	0.06767852521
810	0.06767770688
811	0.06767611489
812	0.06767545364
813	0.06767484937
814	0.06767432011
815	0.06767315027
816	0.06767183491
817	0.06767127243
818	0.06767089718
819	0.06766976858
820	0.06766908655
821	0.06766808759
822	0.06766734328
823	0.0676669416
824	0.06766589142
825	0.06766543665
826	0.06766469003
827	0.06766357478
828	0.06766275322
829	0.06766185403
830	0.06766112273
831	0.06766034392
832	0.06765984061
833	0.06765922559
834	0.06765859085
835	0.06765708393
836	0.0676566955
837	0.067656029
838	0.06765547967
839	0.06765477872
840	0.06765379084
841	0.06765319357
842	0.06765241698
843	0.06765127601
844	0.06765029873
845	0.06764962028
846	0.06764893726
847	0.06764833535
848	0.06764792091
849	0.0676472376
850	0.06764681731
851	0.06764618341
852	0.06764565587
853	0.06764486862
854	0.06764332074
855	0.06764306253
856	0.06764107106
857	0.06764038345
858	0.06763973373
859	0.06763853924
860	0.067637462
861	0.06763657695
862	0.06763503294
863	0.06763457829
864	0.06763397134
865	0.06763357783
866	0.06763315165
867	0.06763247441
868	0.06763185164
869	0.06763130051
870	0.06763067804
871	0.06762985309
872	0.06762891775
873	0.06762817618
874	0.0676275734
875	0.06762653222
876	0.06762594479
877	0.06762527952
878	0.06762464127
879	0.06762385082
880	0.06762320502
881	0.06762227181
882	0.0676216278
883	0.06762074789
884	0.06762007871
885	0.06761962079
886	0.06761889212
887	0.06761819671
888	0.06761738703
889	0.06761676153
890	0.06761620877
891	0.06761559231
892	0.06761508084
893	0.06761429422
894	0.06761381972
895	0.06761331916
896	0.06761242815
897	0.06761147527
898	0.06761066546
899	0.06760967465
900	0.06760874033
901	0.06760802568
902	0.06760732838
903	0.06760666614
904	0.06760579189
905	0.06760542203
906	0.06760462528
907	0.06760379002
908	0.06760250653
909	0.06760190673
910	0.0676013057
911	0.06760058807
912	0.0675996884
913	0.06759859348
914	0.06759756378
915	0.06759711523
916	0.06759636501
917	0.06759569303
918	0.06759513743
919	0.06759440146
920	0.0675939535
921	0.06759319374
922	0.06759223635
923	0.06759121941
924	0.06759033043
925	0.06758943391
926	0.06758853275
927	0.0675878633
928	0.06758723512
929	0.06758669671
930	0.06758619721
931	0.06758556268
932	0.06758509382
933	0.06758429929
934	0.0675838157
935	0.0675829106
936	0.06758226363
937	0.06758142012
938	0.06757980978
939	0.06757915147
940	0.06757859827
941	0.06757805569
942	0.06757746058
943	0.06757643059
944	0.06757563382
945	0.06757511784
946	0.06757367533
947	0.06757303899
948	0.06757206949
949	0.06757139629
950	0.06757080786
951	0.06756895769
952	0.06756849173
953	0.06756792195
954	0.06756708644
955	0.06756612492
956	0.06756495836
957	0.06756446179
958	0.06756314577
959	0.06756228731
960	0.0675613896
961	0.06756073549
962	0.06756008607
963	0.06755908825
964	0.06755819812
965	0.06755772957
966	0.06755658735
967	0.06755585624
968	0.0675552528
969	0.06755463944
970	0.06755390747
971	0.06755324385
972	0.06755245677
973	0.06755122754
974	0.06755058914
975	0.06754976763
976	0.0675491401
977	0.06754838351
978	0.06754782482
979	0.06754726785
980	0.06754667226
981	0.06754592537
982	0.06754525356
983	0.0675447276
984	0.0675437719
985	0.06754301336
986	0.06754200956
987	0.06754134305
988	0.06754069929
989	0.06753966676
990	0.06753869863
991	0.06753795135
992	0.06753733797
993	0.06753653389
994	0.06753592639
995	0.06753551688
996	0.06753474258
997	0.06753385044
998	0.06753313367
999	0.06753206553
